,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,923,1,1333,0,0.22733602
1,2,931,1,1346,0,0.31675833
2,2,931,1,1347,0,0.7973655
3,2,931,1,1349,0,0.39110956
4,4,539,1,767,0,0.33281392
5,4,539,1,769,0,0.18673418
6,4,539,1,770,0,0.672756
7,5,401,1,562,0,0.94180286
8,5,401,1,563,0,0.24824572
9,7,96,1,136,0,0.095897935
10,8,833,1,1222,0,0.8864799
11,9,130,1,176,0,0.32647288
12,10,348,1,489,0,0.08159457
13,10,348,1,490,0,0.1598956
14,11,252,1,348,0,0.3401002
15,12,705,1,1014,0,0.8157764
16,12,705,1,1015,0,0.19329439
17,12,705,1,1016,0,0.12946908
18,12,705,1,1017,0,0.091664754
19,13,623,1,892,0,0.598568
20,14,832,1,1220,0,0.85474193
21,15,693,1,999,0,0.60162127
22,18,303,1,416,0,0.9293378
23,18,303,1,417,0,0.54618603
24,19,158,1,232,0,0.49498793
25,20,785,1,1141,0,0.2737732
26,22,274,1,384,0,0.66503894
27,22,274,1,385,0,0.33089092
28,23,643,1,921,0,0.25707418
29,24,49,1,73,0,0.2588534
30,26,193,1,284,0,0.005022334
31,26,193,1,285,0,0.62860453
32,28,324,1,454,0,0.2823827
33,32,648,1,928,0,0.616829
34,33,15,1,24,0,0.30438837
35,35,814,1,1190,0,0.44088683
36,35,814,1,1191,0,0.15020233
37,36,7,1,9,0,0.21792886
38,36,7,1,10,0,0.4743331
39,36,7,1,11,0,0.47636884
40,38,536,1,763,0,0.29756528
41,38,536,1,764,0,0.27906713
42,40,396,1,554,0,0.21197903
43,40,396,1,555,0,0.4956306
44,40,396,1,556,0,0.24626133
45,41,344,1,486,0,0.8384827
46,43,404,1,567,0,0.17829944
47,44,182,1,269,0,0.7505313
48,44,182,1,270,0,0.6111204
49,45,520,1,738,0,0.20915504
50,46,608,1,871,0,0.75987244
51,46,608,1,872,0,0.24926057
52,47,423,1,606,0,0.6180567
