,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,923,1,1333,3,0.5556684
1,2,931,1,1346,3,0.9714833
2,2,931,1,1347,3,0.35814008
3,2,931,1,1349,3,0.09159211
4,4,539,1,767,3,0.12651181
5,4,539,1,769,3,0.5382705
6,4,539,1,770,3,0.73165816
7,5,401,1,562,3,0.5041719
8,5,401,1,563,3,0.93468666
9,7,96,1,136,3,0.51149607
10,8,833,1,1222,3,0.14464857
11,9,130,1,176,3,0.08391077
12,10,348,1,489,3,0.7478264
13,10,348,1,490,3,0.69944674
14,11,252,1,348,3,0.06654285
15,12,705,1,1014,3,0.9639728
16,12,705,1,1015,3,0.66495365
17,12,705,1,1016,3,0.77532214
18,12,705,1,1017,3,0.82128644
19,13,623,1,892,3,0.96633065
20,14,832,1,1220,3,0.23226658
21,15,693,1,999,3,0.8644573
22,18,303,1,416,3,0.39482152
23,18,303,1,417,3,0.76532805
24,19,158,1,232,3,0.8245182
25,20,785,1,1141,3,0.024302145
26,22,274,1,384,3,0.3169472
27,22,274,1,385,3,0.9039826
28,23,643,1,921,3,0.3036561
29,24,49,1,73,3,0.7645197
30,26,193,1,284,3,0.031340156
31,26,193,1,285,3,0.7320468
32,28,324,1,454,3,0.52803415
33,32,648,1,928,3,0.3335319
34,33,15,1,24,3,0.26548955
35,35,814,1,1190,3,0.61541504
36,35,814,1,1191,3,0.70717824
37,36,7,1,9,3,0.1647702
38,36,7,1,10,3,0.91348946
39,36,7,1,11,3,0.1620738
40,38,536,1,763,3,0.3524585
41,38,536,1,764,3,0.20627129
42,40,396,1,554,3,0.42375353
43,40,396,1,555,3,0.82962817
44,40,396,1,556,3,0.50491256
45,41,344,1,486,3,0.5781167
46,43,404,1,567,3,0.89461344
47,44,182,1,269,3,0.1296144
48,44,182,1,270,3,0.17079665
49,45,520,1,738,3,0.56015277
50,46,608,1,871,3,0.07039391
51,46,608,1,872,3,0.6242504
52,47,423,1,606,3,0.7453455
53,47,423,1,607,3,0.6889359
54,48,31,1,49,3,0.66539556
55,48,31,1,50,3,0.011046852
56,49,389,1,547,3,0.8662123
57,50,447,1,646,3,0.7869433
58,52,904,1,1310,3,0.9696074
59,53,938,1,1359,3,0.8295824
60,53,938,1,1360,3,0.79897684
61,54,893,1,1298,3,0.9212619
62,54,893,1,1299,3,0.699981
63,56,898,1,1306,3,0.33357903
64,56,898,1,1307,3,0.24245898
65,57,526,1,744,3,0.5727431
66,58,722,1,1041,3,0.069273695
67,58,722,1,1042,3,0.20969011
68,58,722,1,1043,3,0.71084875
69,58,722,1,1044,3,0.9746736
70,60,429,1,624,3,0.30476174
71,60,429,1,625,3,0.09983422
72,60,429,1,626,3,0.9921641
73,61,653,1,936,3,0.24228907
74,62,58,1,86,3,0.569451
75,63,851,1,1236,3,0.99920523
76,63,851,1,1237,3,0.42709827
77,64,240,1,334,3,0.5310745
78,66,366,1,509,3,0.37935355
79,66,366,1,511,3,0.42375514
80,69,758,1,1099,3,0.25150284
81,69,758,1,1100,3,0.9278524
82,71,852,1,1238,3,0.11402312
83,74,56,1,83,3,0.9138806
84,75,419,1,597,3,0.87622
85,76,812,1,1187,3,0.60187364
86,77,702,1,1009,3,0.19766676
87,77,702,1,1010,3,0.6588638
88,81,891,1,1297,3,0.10389176
89,85,250,1,346,3,0.013773872
90,86,500,1,712,3,0.9951047
91,87,179,1,263,3,0.87161523
92,87,179,1,264,3,0.2384372
93,88,36,1,59,3,0.86410946
94,89,19,1,31,3,0.96813065
95,90,849,1,1234,3,0.82831734
96,93,719,1,1037,3,0.48717707
97,96,673,1,969,3,0.5911406
98,98,369,1,515,3,0.10856258
99,100,142,1,197,3,0.93864506
100,100,142,1,198,3,0.99741167
101,101,547,1,783,3,0.44290635
102,102,202,1,295,3,0.18331587
103,103,793,1,1156,3,0.72164834
104,104,323,1,453,3,0.6273363
105,105,289,1,404,3,0.8581907
106,107,578,1,831,3,0.6118694
107,107,578,1,832,3,0.2336117
108,111,410,1,580,3,0.13096993
109,111,410,1,581,3,0.8584663
110,112,792,1,1153,3,0.06399407
111,114,543,1,778,3,0.30232167
112,115,207,1,299,3,0.07407154
113,116,731,1,1055,3,0.3681752
114,117,561,1,806,3,0.34100178
115,118,272,1,381,3,0.6160826
