,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
144800,1,557,1,799,2,0.16791892
144803,4,745,1,1080,2,0.7922104
144806,4,745,1,1083,2,0.2699648
144808,9,331,1,462,2,0.18183339
144810,9,331,1,464,2,0.69818705
144811,11,291,1,406,2,0.96846294
144812,11,291,1,407,2,0.44156104
144813,12,465,1,672,2,0.5721883
144814,12,465,1,673,2,0.3249524
144816,13,771,1,1119,2,0.46016932
144818,13,771,1,1121,2,0.8791175
144819,16,586,1,837,2,0.6108714
144820,18,613,1,876,2,0.024553925
144821,19,759,1,1101,2,0.07535944
144822,19,759,1,1102,2,0.62982845
144823,20,243,1,338,2,0.5143181
144824,21,537,1,765,2,0.05938668
144825,22,383,1,541,2,0.13500546
144826,22,383,1,542,2,0.57708627
144827,23,852,1,1238,2,0.71362066
144829,24,594,1,840,2,0.33967826
144830,25,531,1,752,2,0.4502712
144831,25,531,1,753,2,0.36558712
144832,26,312,1,432,2,0.36371288
144833,27,810,1,1184,2,0.32951033
144834,27,810,1,1185,2,0.31028032
144835,29,577,1,829,2,0.49407753
144837,30,568,1,813,2,0.36581093
144838,31,674,1,970,2,0.4156082
144839,34,107,1,150,2,0.82869434
144840,34,107,1,151,2,0.35449433
144841,34,107,1,152,2,0.79377717
144842,35,887,1,1289,2,0.20808356
144845,36,962,1,1393,2,0.59726167
144846,37,736,1,1062,2,0.74228853
144847,38,778,1,1128,2,0.4753301
144848,38,778,1,1129,2,0.8943567
144850,41,18,1,29,2,0.8208732
144851,41,18,1,30,2,0.15490133
144852,45,927,1,1341,2,0.6446558
144856,47,376,1,525,2,0.6430254
144857,47,376,1,526,2,0.2178653
144858,48,691,1,996,2,0.30333972
144861,51,495,1,707,2,0.73118335
144864,54,62,1,93,2,0.018356318
144865,55,612,1,875,2,0.27833325
144866,56,828,1,1215,2,0.32189846
144867,56,828,1,1216,2,0.9198632
144871,58,567,1,812,2,0.38005304
144872,59,787,1,1145,2,0.011067666
144873,60,186,1,274,2,0.6334265
144874,60,186,1,275,2,0.78731066
144875,61,914,1,1321,2,0.854975
144876,62,276,1,387,2,0.5079048
144877,62,276,1,388,2,0.31335574
144880,63,31,1,49,2,0.19880491
144881,63,31,1,50,2,0.37728146
144882,64,684,1,991,2,0.8757327
144883,65,112,1,154,2,0.81279147
144884,65,112,1,155,2,0.2574152
144885,65,112,1,156,2,0.055210143
144886,65,112,1,157,2,0.9460842
144888,66,262,1,368,2,0.054504216
144889,67,565,1,811,2,0.084417075
144890,68,136,1,185,2,0.46101916
144892,70,424,1,608,2,0.33980006
144893,70,424,1,609,2,0.91518456
144894,70,424,1,610,2,0.40381175
144896,71,380,1,536,2,0.088860855
144897,71,380,1,537,2,0.68669844
144898,72,304,1,418,2,0.2773814
144899,74,447,1,646,2,0.5823716
144900,76,757,1,1096,2,0.6720484
144902,77,454,1,651,2,0.28934565
144904,78,272,1,381,2,0.7133515
144905,78,272,1,382,2,0.123037964
144907,80,30,1,47,2,0.94878775
144908,82,655,1,941,2,0.5153719
144909,83,428,1,623,2,0.7786234
144911,84,404,1,567,2,0.5703115
144912,85,279,1,391,2,0.21937357
144913,86,265,1,371,2,0.15637183
144914,88,715,1,1028,2,0.907913
144915,88,715,1,1029,2,0.44307774
144916,93,923,1,1333,2,0.11240874
144917,94,55,1,81,2,0.14055194
144918,94,55,1,82,2,0.560597
144919,96,305,1,419,2,0.70782864
144920,96,305,1,420,2,0.6046113
144921,96,305,1,421,2,0.10555598
144922,97,396,1,554,2,0.17500491
144923,97,396,1,555,2,0.35537446
144924,97,396,1,556,2,0.91920066
144925,98,711,1,1024,2,0.08129252
144926,98,711,1,1025,2,0.008945302
144927,99,677,1,975,2,0.5110947
144928,101,782,1,1136,2,0.6769395
144931,103,431,1,627,2,0.9829428
144932,104,19,1,31,2,0.5348718
144935,105,712,1,1026,2,0.027586786
144939,106,51,1,77,2,0.39798594
144941,107,669,1,959,2,0.95227814
144942,107,669,1,960,2,0.87166005
144943,107,669,1,961,2,0.48927182
144945,107,669,1,963,2,0.9569437
144946,107,669,1,964,2,0.30715933
144949,108,574,1,826,2,0.21687095
144950,108,574,1,827,2,0.040362384
144951,109,261,1,366,2,0.5851695
144952,110,175,1,257,2,0.9821994
144954,111,647,1,925,2,0.61597615
144955,111,647,1,926,2,0.17207655
144956,111,647,1,927,2,0.49716008
144957,114,860,1,1250,2,0.8876637
144958,114,860,1,1251,2,0.16822284
144959,114,860,1,1252,2,0.62590617
144960,115,125,1,171,2,0.68404466
144961,116,701,1,1008,2,0.6846492
144962,119,898,1,1306,2,0.086159326
144963,119,898,1,1307,2,0.4579339
144964,120,146,1,208,2,0.1381662
144965,120,146,1,209,2,0.19183454
144966,120,146,1,210,2,0.99284375
144968,121,526,1,744,2,0.45225945
144970,122,492,1,703,2,0.9119093
144972,122,492,1,705,2,0.2336578
144973,123,352,1,495,2,0.9291001
144974,123,352,1,496,2,0.9862024
144975,124,188,1,277,2,0.43633097
144976,126,844,1,1230,2,0.18658245
144978,127,410,1,580,2,0.7247634
144979,127,410,1,581,2,0.9834028
