,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,711,1,1024,3,0.5556684
1,1,711,1,1025,3,0.9714833
2,3,487,1,697,3,0.35814008
3,3,487,1,699,3,0.09159211
4,6,151,1,217,3,0.473996
5,7,21,1,35,3,0.73165816
6,8,749,1,1088,3,0.5041719
7,8,749,1,1089,3,0.93468666
8,8,749,1,1090,3,0.029618844
9,9,78,1,117,3,0.044555377
10,9,78,1,118,3,0.51149607
11,10,522,1,739,3,0.7139382
12,12,511,1,725,3,0.14464857
13,12,511,1,726,3,0.9576397
14,13,119,1,167,3,0.08391077
15,17,450,1,649,3,0.6793666
16,20,366,1,509,3,0.7478264
17,20,366,1,511,3,0.06654285
18,21,118,1,165,3,0.18920618
19,23,662,1,950,3,0.9639728
20,24,986,1,1428,3,0.66495365
21,25,981,1,1420,3,0.77532214
22,25,981,1,1421,3,0.82128644
23,25,981,1,1422,3,0.96633065
24,25,981,1,1423,3,0.23226658
25,27,458,1,659,3,0.5472044
26,27,458,1,660,3,0.5214219
27,28,419,1,597,3,0.7888315
28,29,859,1,1248,3,0.39482152
29,29,859,1,1249,3,0.76532805
30,30,679,1,978,3,0.85553503
31,32,738,1,1065,3,0.024302145
32,32,738,1,1067,3,0.3169472
33,33,323,1,453,3,0.9039826
34,36,882,1,1277,3,0.37928075
35,36,882,1,1278,3,0.3036561
36,36,882,1,1279,3,0.8485654
37,36,882,1,1280,3,0.7645197
38,37,481,1,689,3,0.8833021
39,37,481,1,690,3,0.031340156
40,37,481,1,691,3,0.7320468
41,39,263,1,370,3,0.3335319
42,40,658,1,945,3,0.5501362
43,42,225,1,315,3,0.26548955
44,42,225,1,316,3,0.61541504
45,42,225,1,318,3,0.1647702
46,44,193,1,284,3,0.1620738
47,44,193,1,285,3,0.6274844
48,45,332,1,465,3,0.3524585
49,45,332,1,466,3,0.20627129
50,47,548,1,784,3,0.16881205
51,47,548,1,786,3,0.42375353
52,47,548,1,787,3,0.82962817
53,54,9,1,13,3,0.345936
54,54,9,1,14,3,0.21933004
55,54,9,1,15,3,0.89461344
56,54,9,1,16,3,0.1296144
57,57,516,1,732,3,0.07039391
58,57,516,1,733,3,0.6242504
59,58,764,1,1109,3,0.9549241
60,58,764,1,1110,3,0.7453455
61,58,764,1,1111,3,0.6889359
62,59,70,1,106,3,0.47029698
63,60,559,1,802,3,0.66539556
64,63,656,1,943,3,0.8662123
65,64,10,1,18,3,0.7869433
66,64,10,1,19,3,0.9696074
67,64,10,1,20,3,0.8295824
68,65,368,1,513,3,0.79897684
69,66,786,1,1143,3,0.699981
70,67,397,1,557,3,0.24245898
71,67,397,1,558,3,0.5727431
72,68,224,1,313,3,0.02343442
73,68,224,1,314,3,0.069273695
74,69,240,1,334,3,0.71084875
75,72,629,1,899,3,0.09983422
76,73,801,1,1170,3,0.9921641
77,73,801,1,1171,3,0.24228907
78,78,322,1,450,3,0.5310745
79,78,322,1,451,3,0.37935355
80,78,322,1,452,3,0.6992555
81,79,393,1,552,3,0.42375514
82,80,191,1,280,3,0.72881895
83,80,191,1,281,3,0.30210766
84,81,413,1,587,3,0.25150284
85,81,413,1,588,3,0.9278524
86,81,413,1,589,3,0.11402312
87,82,792,1,1153,3,0.9138806
88,86,56,1,83,3,0.87622
89,87,325,1,455,3,0.17152138
90,91,212,1,305,3,0.6588638
91,92,674,1,970,3,0.5346218
92,95,188,1,277,3,0.3107285
93,96,313,1,433,3,0.10389176
94,97,701,1,1008,3,0.5494374
95,98,6,1,6,3,0.013773872
96,98,6,1,7,3,0.9951047
97,98,6,1,8,3,0.87161523
98,100,407,1,575,3,0.2384372
99,100,407,1,576,3,0.86410946
100,100,407,1,577,3,0.96813065
101,101,648,1,928,3,0.0010715341
102,102,190,1,279,3,0.82831734
103,103,819,1,1198,3,0.3438396
104,104,894,1,1300,3,0.48717707
105,105,146,1,208,3,0.5920108
106,105,146,1,209,3,0.24470744
107,105,146,1,210,3,0.12343828
108,106,171,1,251,3,0.37132952
109,108,454,1,651,3,0.6849577
110,109,569,1,814,3,0.02253196
111,109,569,1,815,3,0.49636555
112,109,569,1,816,3,0.55410504
113,109,569,1,817,3,0.93864506
114,110,371,1,518,3,0.6507293
115,110,371,1,519,3,0.44290635
116,111,432,1,628,3,0.600937
117,111,432,1,629,3,0.18331587
118,111,432,1,630,3,0.7299521
119,112,881,1,1276,3,0.72164834
120,113,635,1,908,3,0.8581907
121,114,189,1,278,3,0.6118694
122,115,803,1,1172,3,0.2336117
123,115,803,1,1173,3,0.613772
124,115,803,1,1174,3,0.13096993
125,117,274,1,384,3,0.8584663
126,117,274,1,385,3,0.105793014
127,119,369,1,515,3,0.30232167
128,120,719,1,1037,3,0.07407154
129,122,541,1,772,3,0.3681752
130,122,541,1,773,3,0.03573479
131,124,813,1,1189,3,0.6160826
132,127,554,1,795,3,0.9106374
133,130,955,1,1386,3,0.747202
134,130,955,1,1387,3,0.8869731
135,131,348,1,489,3,0.47366422
136,131,348,1,490,3,0.49828482
137,132,38,1,61,3,0.38961855
138,132,38,1,62,3,0.9786047
139,132,38,1,63,3,0.31365925
140,133,989,1,1430,3,0.05011244
141,133,989,1,1431,3,0.6597312
142,134,943,1,1369,3,0.2649539
143,136,616,1,879,3,0.6886465
144,140,570,1,818,3,0.9882755
145,140,570,1,819,3,0.0103785675
146,142,466,1,675,3,0.8914255
147,143,682,1,984,3,0.33676556
148,143,682,1,985,3,0.48635143
149,143,682,1,986,3,0.92783
150,143,682,1,987,3,0.008139442
151,145,423,1,606,3,0.8924772
152,145,423,1,607,3,0.89361274
153,146,181,1,265,3,0.8397047
154,146,181,1,266,3,0.2154442
155,146,181,1,267,3,0.97525424
156,146,181,1,268,3,0.21491265
157,147,524,1,740,3,0.98091173
158,148,810,1,1184,3,0.13444756
159,148,810,1,1185,3,0.0032272704
160,149,632,1,904,3,0.8933411
161,149,632,1,905,3,0.64301324
162,149,632,1,906,3,0.3253344
163,151,953,1,1383,3,0.9283746
164,151,953,1,1385,3,0.65416014
165,153,583,1,835,3,0.91154045
166,154,993,1,1438,3,0.20049538
167,155,296,1,410,3,0.22219141
168,157,984,1,1425,3,0.32094914
169,157,984,1,1426,3,0.26035184
170,158,759,1,1101,3,0.1287525
171,158,759,1,1102,3,0.8879693
172,162,152,1,219,3,0.17085786
173,162,152,1,220,3,0.044912964
174,162,152,1,223,3,0.71521544
175,162,152,1,224,3,0.20790747
176,162,152,1,225,3,0.1787526
177,164,86,1,126,3,0.8735568
178,166,303,1,416,3,0.55885446
179,166,303,1,417,3,0.64833397
180,167,617,1,881,3,0.64272046
181,167,617,1,882,3,0.49203068
182,168,926,1,1338,3,0.55843157
183,168,926,1,1339,3,0.9263238
184,168,926,1,1340,3,0.80704343
185,169,809,1,1181,3,0.74593335
186,169,809,1,1182,3,0.4922719
187,169,809,1,1183,3,0.9471043
188,170,258,1,361,3,0.7178416
189,170,258,1,363,3,0.15775423
190,172,965,1,1396,3,0.36743465
191,173,211,1,303,3,0.2532643
192,173,211,1,304,3,0.15141423
193,174,623,1,892,3,0.59693426
194,175,698,1,1002,3,0.36820206
195,176,964,1,1394,3,0.48079783
196,177,950,1,1378,3,0.7768081
197,178,187,1,276,3,0.6697115
198,179,310,1,430,3,0.85726094
199,181,563,1,807,3,0.73939365
200,183,290,1,405,3,0.05950118
201,184,161,1,235,3,0.89018
202,184,161,1,236,3,0.4715302
203,184,161,1,238,3,0.02781426
204,184,161,1,239,3,0.2473163
205,186,358,1,503,3,0.5717376
206,188,890,1,1293,3,0.2148553
207,188,890,1,1295,3,0.43561617
208,189,692,1,998,3,0.84091043
209,190,873,1,1266,3,0.3536097
210,191,639,1,913,3,0.27754515
211,191,639,1,914,3,0.15235823
212,191,639,1,915,3,0.077728406
213,192,653,1,936,3,0.54911935
214,193,85,1,124,3,0.8938063
215,194,937,1,1357,3,0.65099454
216,194,937,1,1358,3,0.47291902
217,195,158,1,232,3,0.6715218
218,196,447,1,646,3,0.7018733
219,198,312,1,432,3,0.70582545
220,199,129,1,174,3,0.23655836
221,200,59,1,88,3,0.11969554
222,201,160,1,234,3,0.78274524
223,203,547,1,783,3,0.9984531
224,204,765,1,1113,3,0.9067197
225,208,705,1,1014,3,0.023203101
226,208,705,1,1015,3,0.02494955
227,208,705,1,1016,3,0.2801505
228,208,705,1,1017,3,0.18205686
229,211,148,1,214,3,0.5387341
230,213,428,1,623,3,0.4138877
231,214,248,1,343,3,0.30108023
232,214,248,1,344,3,0.73654634
233,215,424,1,608,3,0.54065794
234,215,424,1,609,3,0.408887
235,215,424,1,610,3,0.42038527
236,217,914,1,1321,3,0.66737896
237,220,938,1,1359,3,0.51923746
238,220,938,1,1360,3,0.37647772
239,222,402,1,565,3,0.07846941
240,224,238,1,331,3,0.4127246
241,227,474,1,682,3,0.73688734
242,227,474,1,683,3,0.0667485
243,228,710,1,1022,3,0.36225682
244,228,710,1,1023,3,0.4906532
245,230,404,1,567,3,0.091374874
246,231,63,1,94,3,0.2910092
247,231,63,1,95,3,0.07535936
248,231,63,1,96,3,0.8698083
249,231,63,1,97,3,0.7987133
250,232,32,1,52,3,0.35227206
251,233,147,1,212,3,0.6258051
252,234,728,1,1051,3,0.60972226
253,234,728,1,1052,3,0.7919265
254,235,720,1,1039,3,0.9663197
255,235,720,1,1040,3,0.35979673
256,236,336,1,474,3,0.7069375
257,237,615,1,878,3,0.10506766
258,238,441,1,641,3,0.03591147
259,240,216,1,308,3,0.0783658
260,241,785,1,1141,3,0.8956525
261,245,427,1,622,3,0.59415126
262,246,661,1,949,3,0.94874275
263,247,377,1,527,3,0.8570201
264,247,377,1,528,3,0.28088716
265,248,420,1,598,3,0.39112493
266,248,420,1,599,3,0.40081015
267,248,420,1,600,3,0.42969272
268,249,262,1,368,3,0.7398422
269,251,526,1,744,3,0.16498564
270,253,571,1,820,3,0.49143025
271,253,571,1,821,3,0.47086805
272,253,571,1,822,3,0.59643036
273,253,571,1,823,3,0.801477
274,255,25,1,39,3,0.37034214
275,255,25,1,40,3,0.3522417
276,255,25,1,42,3,0.8606163
277,256,243,1,338,3,0.1436831
278,257,257,1,355,3,0.124327585
279,257,257,1,356,3,0.39401457
280,257,257,1,357,3,0.3990536
281,257,257,1,358,3,0.34893897
282,258,492,1,703,3,0.8538025
283,258,492,1,705,3,0.86425924
284,259,150,1,215,3,0.5829415
285,259,150,1,216,3,0.601159
286,262,135,1,184,3,0.073926575
287,263,956,1,1388,3,0.21997282
288,264,683,1,989,3,0.5211893
289,265,666,1,953,3,0.1734021
290,265,666,1,955,3,0.22936541
291,266,536,1,763,3,0.7262421
292,266,536,1,764,3,0.21291971
293,267,804,1,1175,3,0.15577185
294,268,567,1,812,3,0.6480199
295,269,519,1,736,3,0.48085842
296,270,165,1,242,3,0.54426605
297,271,49,1,73,3,0.5167589
298,273,852,1,1238,3,0.6282526
299,274,586,1,837,3,0.34191123
300,276,673,1,969,3,0.9914472
301,277,716,1,1030,3,0.33632004
302,278,736,1,1062,3,0.45239007
303,279,889,1,1292,3,0.11932459
304,280,794,1,1157,3,0.21098928
305,280,794,1,1158,3,0.082622625
306,280,794,1,1159,3,0.67243934
307,281,898,1,1306,3,0.69889367
308,281,898,1,1307,3,0.012675471
309,285,936,1,1356,3,0.26898593
310,286,924,1,1335,3,0.6443848
311,290,534,1,756,3,0.675987
312,290,534,1,758,3,0.7014424
313,291,905,1,1311,3,0.02496563
314,291,905,1,1312,3,0.0004920531
315,293,597,1,846,3,0.96071833
316,297,184,1,271,3,0.28669682
317,298,853,1,1240,3,0.99488723
318,298,853,1,1241,3,0.985001
319,298,853,1,1242,3,0.25779948
320,299,1000,1,1448,3,0.79933655
321,300,973,1,1412,3,0.1160663
322,301,565,1,811,3,0.19696791
323,303,341,1,483,3,0.11693292
324,303,341,1,484,3,0.5944394
325,305,406,1,573,3,0.367603
326,305,406,1,574,3,0.6878351
327,306,999,1,1445,3,0.4572283
