GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
1,711,1,1024,0,0.22733602
1,711,1,1025,0,0.31675833
3,487,1,697,0,0.7973655
3,487,1,698,0,0.6762547
3,487,1,699,0,0.39110956
4,572,1,824,0,0.33281392
6,151,1,217,0,0.59830874
6,151,1,218,0,0.18673418
7,21,1,35,0,0.672756
8,749,1,1088,0,0.94180286
8,749,1,1089,0,0.24824572
8,749,1,1090,0,0.94888115
9,78,1,117,0,0.66723746
9,78,1,118,0,0.095897935
10,522,1,739,0,0.44183967
12,511,1,725,0,0.8864799
12,511,1,726,0,0.6974535
13,119,1,167,0,0.32647288
16,311,1,431,0,0.73392814
17,450,1,649,0,0.22013496
20,366,1,509,0,0.08159457
20,366,1,510,0,0.1598956
20,366,1,511,0,0.3401002
21,118,1,165,0,0.46519315
21,118,1,166,0,0.26642102
23,662,1,950,0,0.8157764
24,986,1,1428,0,0.19329439
25,981,1,1420,0,0.12946908
25,981,1,1421,0,0.091664754
25,981,1,1422,0,0.598568
25,981,1,1423,0,0.85474193
27,458,1,658,0,0.60162127
27,458,1,659,0,0.93198836
27,458,1,660,0,0.72478133
28,419,1,597,0,0.8605513
29,859,1,1248,0,0.9293378
29,859,1,1249,0,0.54618603
30,679,1,978,0,0.937673
31,842,1,1229,0,0.49498793
32,738,1,1065,0,0.2737732
32,738,1,1066,0,0.4517787
32,738,1,1067,0,0.66503894
33,323,1,453,0,0.33089092
36,882,1,1277,0,0.903454
36,882,1,1278,0,0.25707418
36,882,1,1279,0,0.33982834
36,882,1,1280,0,0.2588534
37,481,1,689,0,0.3554465
37,481,1,690,0,0.005022334
37,481,1,691,0,0.62860453
38,164,1,241,0,0.2823827
39,263,1,369,0,0.06808769
39,263,1,370,0,0.616829
40,658,1,945,0,0.17632632
42,225,1,315,0,0.30438837
42,225,1,316,0,0.44088683
42,225,1,317,0,0.15020233
42,225,1,318,0,0.21792886
44,193,1,283,0,0.4743331
44,193,1,284,0,0.47636884
44,193,1,285,0,0.25523236
45,332,1,465,0,0.29756528
45,332,1,466,0,0.27906713
47,548,1,784,0,0.2605792
47,548,1,785,0,0.4827616
47,548,1,786,0,0.21197903
47,548,1,787,0,0.4956306
48,949,1,1377,0,0.24626133
49,575,1,828,0,0.8384827
54,9,1,13,0,0.18013059
54,9,1,14,0,0.8621563
54,9,1,15,0,0.17829944
54,9,1,16,0,0.7505313
54,9,1,17,0,0.6111204
56,879,1,1275,0,0.20915504
57,516,1,732,0,0.75987244
57,516,1,733,0,0.24926057
58,764,1,1109,0,0.08557173
58,764,1,1110,0,0.6180567
58,764,1,1111,0,0.53696835
59,70,1,106,0,0.6345267
60,559,1,802,0,0.1743741
63,656,1,942,0,0.24816449
63,656,1,943,0,0.684823
64,10,1,18,0,0.08087165
64,10,1,19,0,0.8750736
64,10,1,20,0,0.42869437
65,368,1,513,0,0.6183942
66,786,1,1142,0,0.3131055
66,786,1,1143,0,0.17896286
66,786,1,1144,0,0.009712128
67,397,1,557,0,0.21004295
67,397,1,558,0,0.87000066
68,224,1,313,0,0.9728298
68,224,1,314,0,0.44179234
69,240,1,333,0,0.3787495
69,240,1,334,0,0.2759471
70,464,1,671,0,0.9661041
71,194,1,286,0,0.058202606
72,629,1,898,0,0.4087339
72,629,1,899,0,0.16862884
73,801,1,1170,0,0.24014406
73,801,1,1171,0,0.78000784
74,219,1,309,0,0.2037676
74,219,1,310,0,0.55205095
75,627,1,896,0,0.36699414
75,627,1,897,0,0.5072817
76,20,1,34,0,0.3334378
78,322,1,450,0,0.28272167
78,322,1,451,0,0.2818303
78,322,1,452,0,0.08538129
79,393,1,552,0,0.48181367
80,191,1,280,0,0.8833429
80,191,1,281,0,0.9472278
81,413,1,587,0,0.027383722
81,413,1,588,0,0.91775227
81,413,1,589,0,0.12152453
81,413,1,590,0,0.74784774
82,792,1,1152,0,0.89652073
82,792,1,1153,0,0.1679298
85,293,1,408,0,0.33146322
86,56,1,83,0,0.37815663
86,56,1,84,0,0.34684896
87,325,1,455,0,0.5162557
88,916,1,1323,0,0.008994027
91,212,1,305,0,0.4226782
92,674,1,970,0,0.8776577
94,930,1,1345,0,0.08740515
95,188,1,277,0,0.4840848
96,313,1,433,0,0.48122773
97,701,1,1008,0,0.7825715
98,6,1,6,0,0.96455956
98,6,1,7,0,0.70709646
98,6,1,8,0,0.27373672
100,407,1,575,0,0.6701133
100,407,1,576,0,0.3475348
100,407,1,577,0,0.76812786
101,648,1,928,0,0.6757714
101,648,1,929,0,0.977532
102,190,1,279,0,0.86670977
103,819,1,1198,0,0.046108015
104,894,1,1300,0,0.2903237
105,146,1,208,0,0.8623911
105,146,1,209,0,0.60084784
105,146,1,210,0,0.34425795
105,146,1,211,0,0.055602577
106,171,1,251,0,0.7628727
108,454,1,651,0,0.0015187877
108,454,1,652,0,0.09284354
109,569,1,814,0,0.99350417
109,569,1,815,0,0.7760131
109,569,1,816,0,0.8682709
109,569,1,817,0,0.47715825
110,371,1,517,0,0.16884863
110,371,1,518,0,0.5339773
110,371,1,519,0,0.42583188
111,432,1,628,0,0.1630296
111,432,1,629,0,0.16587757
111,432,1,630,0,0.25815016
111,432,1,631,0,0.9430916
112,881,1,1276,0,0.9868069
113,635,1,907,0,0.7036664
113,635,1,908,0,0.7231574
114,189,1,278,0,0.7324978
115,803,1,1172,0,0.5173955
115,803,1,1173,0,0.17742631
115,803,1,1174,0,0.8776462
117,274,1,384,0,0.88039035
117,274,1,385,0,0.7095345
117,274,1,386,0,0.9334288
118,381,1,538,0,0.9799982
119,369,1,514,0,0.5034758
119,369,1,515,0,0.7575695
120,719,1,1037,0,0.6166185
122,541,1,772,0,0.11488907
122,541,1,773,0,0.31598848
123,435,1,636,0,0.0677339
124,813,1,1189,0,0.88687116
127,554,1,795,0,0.022070399
129,960,1,1391,0,0.5372867
130,955,1,1386,0,0.17761211
130,955,1,1387,0,0.1469949
131,348,1,489,0,0.16584449
131,348,1,490,0,0.87695396
132,38,1,61,0,0.49447012
132,38,1,62,0,0.34090048
132,38,1,63,0,0.9992098
133,989,1,1430,0,0.5459749
133,989,1,1431,0,0.30333114
134,943,1,1368,0,0.3706517
134,943,1,1369,0,0.6958669
136,616,1,879,0,0.12024657
136,616,1,880,0,0.7582212
140,570,1,818,0,0.8837676
140,570,1,819,0,0.47513115
141,384,1,543,0,0.4373047
142,466,1,675,0,0.14311478
142,466,1,676,0,0.42274225
143,682,1,984,0,0.7644117
143,682,1,985,0,0.4139833
143,682,1,986,0,0.619931
143,682,1,987,0,0.04377948
145,423,1,605,0,0.21972537
145,423,1,606,0,0.2038287
145,423,1,607,0,0.9811735
146,181,1,265,0,0.044549882
146,181,1,266,0,0.2153185
146,181,1,267,0,0.031399235
146,181,1,268,0,0.63953525
147,524,1,740,0,0.6531704
148,810,1,1184,0,0.3455215
148,810,1,1185,0,0.036354523
149,632,1,904,0,0.43501043
149,632,1,905,0,0.17132863
149,632,1,906,0,0.42672423
151,953,1,1383,0,0.37281024
151,953,1,1384,0,0.22108634
151,953,1,1385,0,0.84164095
153,583,1,835,0,0.69261503
154,993,1,1438,0,0.4706452
155,296,1,410,0,0.39968532
157,984,1,1425,0,0.10903989
157,984,1,1426,0,0.60303855
158,759,1,1101,0,0.50415194
158,759,1,1102,0,0.9053811
161,839,1,1225,0,0.9689099
161,839,1,1226,0,0.8095953
162,152,1,219,0,0.86669624
162,152,1,220,0,0.49578974
162,152,1,221,0,0.37378222
162,152,1,222,0,0.4789902
162,152,1,223,0,0.53124255
162,152,1,224,0,0.8176968
162,152,1,225,0,0.15100636
164,86,1,125,0,0.6005589
164,86,1,126,0,0.90598977
165,195,1,287,0,0.22246403
166,303,1,416,0,0.28786325
166,303,1,417,0,0.8422146
167,617,1,881,0,0.65186787
167,617,1,882,0,0.96546495
168,926,1,1338,0,0.64208376
168,926,1,1339,0,0.9493329
168,926,1,1340,0,0.8268484
169,809,1,1181,0,0.674668
169,809,1,1182,0,0.18998775
169,809,1,1183,0,0.2135332
170,258,1,361,0,0.8630297
170,258,1,362,0,0.33392394
170,258,1,363,0,0.68643576
170,258,1,364,0,0.43537572
172,965,1,1396,0,0.45934877
173,211,1,303,0,0.01057504
173,211,1,304,0,0.8223224
174,623,1,892,0,0.31144947
175,698,1,1002,0,0.33713344
176,964,1,1394,0,0.071601905
176,964,1,1395,0,0.62462705
177,950,1,1378,0,0.77861214
177,950,1,1379,0,0.5110413
178,187,1,276,0,0.4777099
179,310,1,429,0,0.7721071
179,310,1,430,0,0.096723005
180,234,1,328,0,0.54091835
181,563,1,807,0,0.74888366
183,290,1,405,0,0.3663077
184,161,1,235,0,0.87613046
184,161,1,236,0,0.45681518
184,161,1,237,0,0.1158964
184,161,1,238,0,0.9768903
184,161,1,239,0,0.45590073
185,552,1,790,0,0.75278914
186,358,1,502,0,0.0782532
186,358,1,503,0,0.80884045
187,783,1,1138,0,0.15200032
187,783,1,1139,0,0.12495629
188,890,1,1293,0,0.2764363
188,890,1,1294,0,0.42470738
188,890,1,1295,0,0.48528567
189,692,1,997,0,0.4282925
189,692,1,998,0,0.03453953
190,873,1,1266,0,0.59703124
191,639,1,913,0,0.7419593
191,639,1,914,0,0.97875386
191,639,1,915,0,0.55415994
192,653,1,936,0,0.9318685
193,85,1,124,0,0.9519661
194,937,1,1357,0,0.21239536
194,937,1,1358,0,0.06637992
195,158,1,231,0,0.1696619
195,158,1,232,0,0.7444334
196,447,1,646,0,0.2609691
197,657,1,944,0,0.1122383
198,312,1,432,0,0.94338757
199,129,1,174,0,0.6835894
200,59,1,88,0,0.9581797
201,160,1,234,0,0.32950976
203,547,1,782,0,0.19225828
203,547,1,783,0,0.13678877
204,765,1,1112,0,0.9433777
204,765,1,1113,0,0.1641652
204,765,1,1114,0,0.80235213
208,705,1,1014,0,0.2116831
208,705,1,1015,0,0.86291933
208,705,1,1016,0,0.056674577
208,705,1,1017,0,0.38141742
210,333,1,467,0,0.401931
211,148,1,213,0,0.9762421
211,148,1,214,0,0.8977273
213,428,1,623,0,0.38445184
214,248,1,343,0,0.42468283
214,248,1,344,0,0.7151454
215,424,1,608,0,0.64011437
