,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,711,1,1024,1,0.34938723
1,1,711,1,1025,1,0.94653666
2,3,487,1,697,1,0.89762294
3,3,487,1,699,1,0.73050326
4,6,151,1,217,1,0.091899514
5,7,21,1,35,1,0.89149326
6,8,749,1,1088,1,0.8534966
7,8,749,1,1089,1,0.96917677
8,8,749,1,1090,1,0.064927705
9,9,78,1,117,1,0.57780683
10,9,78,1,118,1,0.7433608
11,10,522,1,739,1,0.60088277
12,12,511,1,725,1,0.21662815
13,12,511,1,726,1,0.5679223
14,13,119,1,167,1,0.66211283
15,17,450,1,649,1,0.78741896
16,20,366,1,509,1,0.5702536
17,20,366,1,511,1,0.025295217
18,21,118,1,165,1,0.25178462
19,23,662,1,950,1,0.720679
20,24,986,1,1428,1,0.36297342
21,25,981,1,1420,1,0.41719714
22,25,981,1,1421,1,0.35043317
23,25,981,1,1422,1,0.854485
24,25,981,1,1423,1,0.8567893
25,27,458,1,659,1,0.5627458
26,27,458,1,660,1,0.9769766
27,28,419,1,597,1,0.23254737
28,29,859,1,1248,1,0.31092146
29,29,859,1,1249,1,0.63625914
30,30,679,1,978,1,0.3133451
31,32,738,1,1065,1,0.047684584
32,32,738,1,1067,1,0.18275328
33,33,323,1,453,1,0.20574719
34,36,882,1,1277,1,0.920861
35,36,882,1,1278,1,0.44515073
36,36,882,1,1279,1,0.3885966
37,36,882,1,1280,1,0.32766193
38,37,481,1,689,1,0.0027084316
39,37,481,1,690,1,0.2624994
40,37,481,1,691,1,0.9237721
41,39,263,1,370,1,0.2768234
42,40,658,1,945,1,0.635323
43,42,225,1,315,1,0.4320975
44,42,225,1,316,1,0.32880595
45,42,225,1,318,1,0.16826345
46,44,193,1,284,1,0.95848274
47,44,193,1,285,1,0.75295633
48,45,332,1,465,1,0.9251329
49,45,332,1,466,1,0.5147499
50,47,548,1,784,1,0.51089257
51,47,548,1,786,1,0.37588888
52,47,548,1,787,1,0.9759637
53,54,9,1,13,1,0.08095491
54,54,9,1,14,1,0.6106153
55,54,9,1,15,1,0.8481189
56,54,9,1,16,1,0.95632535
57,57,516,1,732,1,0.7954682
58,57,516,1,733,1,0.44891092
59,58,764,1,1109,1,0.13044152
60,58,764,1,1110,1,0.45609206
61,58,764,1,1111,1,0.47358787
62,59,70,1,106,1,0.8194261
63,60,559,1,802,1,0.35978827
64,63,656,1,943,1,0.5130385
65,64,10,1,18,1,0.632878
66,64,10,1,19,1,0.32284874
67,64,10,1,20,1,0.29025185
68,65,368,1,513,1,0.5335236
69,66,786,1,1143,1,0.97255296
70,67,397,1,557,1,0.968279
71,67,397,1,558,1,0.0003449747
72,68,224,1,313,1,0.5367058
73,68,224,1,314,1,0.07567407
74,69,240,1,334,1,0.034015287
75,72,629,1,899,1,0.16632132
76,73,801,1,1170,1,0.10236243
77,73,801,1,1171,1,0.9428034
78,78,322,1,450,1,0.9779822
79,78,322,1,451,1,0.51019883
80,78,322,1,452,1,0.17543815
81,79,393,1,552,1,0.9843487
82,80,191,1,280,1,0.63783455
83,80,191,1,281,1,0.43735507
84,81,413,1,587,1,0.9132772
85,81,413,1,588,1,0.96588016
86,81,413,1,589,1,0.435765
87,82,792,1,1153,1,0.36913824
88,86,56,1,83,1,0.35813847
89,87,325,1,455,1,0.5275984
90,91,212,1,305,1,0.16699465
91,92,674,1,970,1,0.3123777
92,95,188,1,277,1,0.64195836
93,96,313,1,433,1,0.64248616
94,97,701,1,1008,1,0.29812422
95,98,6,1,6,1,0.5209729
96,98,6,1,7,1,0.98368424
97,98,6,1,8,1,0.37499636
98,100,407,1,575,1,0.5056916
99,100,407,1,576,1,0.7591596
100,100,407,1,577,1,0.05454626
101,101,648,1,928,1,0.26990595
102,102,190,1,279,1,0.459128
103,103,819,1,1198,1,0.40814173
104,104,894,1,1300,1,0.7774655
105,105,146,1,208,1,0.88428605
106,105,146,1,209,1,0.05805581
107,105,146,1,210,1,0.82903254
108,106,171,1,251,1,0.4179482
109,108,454,1,651,1,0.14826402
110,109,569,1,814,1,0.15871094
111,109,569,1,815,1,0.17490996
112,109,569,1,816,1,0.47596356
113,109,569,1,817,1,0.6463158
114,110,371,1,518,1,0.3801468
115,110,371,1,519,1,0.5991311
116,111,432,1,628,1,0.04463483
117,111,432,1,629,1,0.7473798
118,111,432,1,630,1,0.6245275
119,112,881,1,1276,1,0.9157159
120,113,635,1,908,1,0.012582515
121,114,189,1,278,1,0.26931915
122,115,803,1,1172,1,0.6812833
123,115,803,1,1173,1,0.8775087
124,115,803,1,1174,1,0.5441386
125,117,274,1,384,1,0.7845396
126,117,274,1,385,1,0.541617
127,119,369,1,515,1,0.2972598
128,120,719,1,1037,1,0.08611986
129,122,541,1,772,1,0.07697357
130,122,541,1,773,1,0.10765277
131,124,813,1,1189,1,0.97052246
132,127,554,1,795,1,0.80531454
133,130,955,1,1386,1,0.21333152
134,130,955,1,1387,1,0.53111184
135,131,348,1,489,1,0.93774813
136,131,348,1,490,1,0.38276643
137,132,38,1,61,1,0.19553821
138,132,38,1,62,1,0.681525
139,132,38,1,63,1,0.5026243
140,133,989,1,1430,1,0.42393762
141,133,989,1,1431,1,0.60007924
142,134,943,1,1369,1,0.39863303
143,136,616,1,879,1,0.2801681
144,140,570,1,818,1,0.24822818
145,140,570,1,819,1,0.024511728
146,142,466,1,675,1,0.46098208
147,143,682,1,984,1,0.28392175
148,143,682,1,985,1,0.4033818
149,143,682,1,986,1,0.48009503
150,143,682,1,987,1,0.048828837
151,145,423,1,606,1,0.7804911
152,145,423,1,607,1,0.06433716
153,146,181,1,265,1,0.60276836
154,146,181,1,266,1,0.49317336
155,146,181,1,267,1,0.87170416
156,146,181,1,268,1,0.8230721
157,147,524,1,740,1,0.3466019
158,148,810,1,1184,1,0.0021563354
159,148,810,1,1185,1,0.781133
160,149,632,1,904,1,0.70333904
161,149,632,1,905,1,0.55194575
162,149,632,1,906,1,0.5892557
163,151,953,1,1383,1,0.41907597
164,151,953,1,1385,1,0.95434844
165,153,583,1,835,1,0.5462698
166,154,993,1,1438,1,0.97209865
167,155,296,1,410,1,0.22201236
168,157,984,1,1425,1,0.17615241
169,157,984,1,1426,1,0.025307057
170,158,759,1,1101,1,0.076073594
171,158,759,1,1102,1,0.45571348
