,GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
0,1,711,1,1024,2,0.16791892
1,1,711,1,1025,2,0.17503482
2,3,487,1,697,2,0.027667997
3,3,487,1,699,2,0.97788626
4,6,151,1,217,2,0.2699648
5,7,21,1,35,2,0.18183339
6,8,749,1,1088,2,0.55006486
7,8,749,1,1089,2,0.69818705
8,8,749,1,1090,2,0.96846294
9,9,78,1,117,2,0.44156104
10,9,78,1,118,2,0.5721883
11,10,522,1,739,2,0.3249524
12,12,511,1,725,2,0.980591
13,12,511,1,726,2,0.46016932
14,13,119,1,167,2,0.1028223
15,17,450,1,649,2,0.6108714
16,20,366,1,509,2,0.024553925
17,20,366,1,511,2,0.62982845
18,21,118,1,165,2,0.5143181
19,23,662,1,950,2,0.13500546
20,24,986,1,1428,2,0.57708627
21,25,981,1,1420,2,0.71362066
22,25,981,1,1421,2,0.45199266
23,25,981,1,1422,2,0.33967826
24,25,981,1,1423,2,0.4502712
25,27,458,1,659,2,0.36371288
26,27,458,1,660,2,0.32951033
27,28,419,1,597,2,0.31028032
28,29,859,1,1248,2,0.49407753
29,29,859,1,1249,2,0.22593525
30,30,679,1,978,2,0.36581093
31,32,738,1,1065,2,0.82869434
32,32,738,1,1067,2,0.79377717
33,33,323,1,453,2,0.20808356
34,36,882,1,1277,2,0.89969146
35,36,882,1,1278,2,0.90453523
36,36,882,1,1279,2,0.59726167
37,36,882,1,1280,2,0.74228853
38,37,481,1,689,2,0.4753301
39,37,481,1,690,2,0.8943567
40,37,481,1,691,2,0.9328189
41,39,263,1,370,2,0.6446558
42,40,658,1,945,2,0.030706346
43,42,225,1,315,2,0.24601164
44,42,225,1,316,2,0.9544364
45,42,225,1,318,2,0.2178653
46,44,193,1,284,2,0.32926252
47,44,193,1,285,2,0.93876463
48,45,332,1,465,2,0.73118335
49,45,332,1,466,2,0.29018414
50,47,548,1,784,2,0.05678741
51,47,548,1,786,2,0.27833325
52,47,548,1,787,2,0.32189846
53,54,9,1,13,2,0.9228833
54,54,9,1,14,2,0.1892412
55,54,9,1,15,2,0.38005304
56,54,9,1,16,2,0.011067666
57,57,516,1,732,2,0.854975
58,57,516,1,733,2,0.5079048
59,58,764,1,1109,2,0.31335574
60,58,764,1,1110,2,0.740369
61,58,764,1,1111,2,0.1694295
62,59,70,1,106,2,0.19880491
63,60,559,1,802,2,0.37728146
64,63,656,1,943,2,0.81279147
65,64,10,1,18,2,0.2574152
66,64,10,1,19,2,0.055210143
67,64,10,1,20,2,0.9460842
68,65,368,1,513,2,0.35038993
69,66,786,1,1143,2,0.084417075
70,67,397,1,557,2,0.738529
71,67,397,1,558,2,0.33980006
72,68,224,1,313,2,0.91518456
73,68,224,1,314,2,0.40381175
74,69,240,1,334,2,0.088860855
75,72,629,1,899,2,0.6720484
76,73,801,1,1170,2,0.53863186
77,73,801,1,1171,2,0.28934565
78,78,322,1,450,2,0.5153719
79,78,322,1,451,2,0.7786234
80,78,322,1,452,2,0.025826767
81,79,393,1,552,2,0.5703115
82,80,191,1,280,2,0.21937357
83,80,191,1,281,2,0.15637183
84,81,413,1,587,2,0.907913
85,81,413,1,588,2,0.44307774
86,81,413,1,589,2,0.11240874
87,82,792,1,1153,2,0.70782864
88,86,56,1,83,2,0.10555598
89,87,325,1,455,2,0.35537446
90,91,212,1,305,2,0.08129252
91,92,674,1,970,2,0.008945302
92,95,188,1,277,2,0.6769395
93,96,313,1,433,2,0.618252
94,97,701,1,1008,2,0.33177665
95,98,6,1,6,2,0.9829428
96,98,6,1,7,2,0.5348718
97,98,6,1,8,2,0.5453453
98,100,407,1,575,2,0.35582057
99,100,407,1,576,2,0.027586786
100,100,407,1,577,2,0.9102649
101,101,648,1,928,2,0.10694539
102,102,190,1,279,2,0.39798594
103,103,819,1,1198,2,0.33637202
104,104,894,1,1300,2,0.95227814
105,105,146,1,208,2,0.87166005
106,105,146,1,209,2,0.48927182
107,105,146,1,210,2,0.21616988
108,106,171,1,251,2,0.30715933
109,108,454,1,651,2,0.099272706
110,109,569,1,814,2,0.21687095
111,109,569,1,815,2,0.040362384
112,109,569,1,816,2,0.5851695
113,109,569,1,817,2,0.9821994
114,110,371,1,518,2,0.61597615
115,110,371,1,519,2,0.17207655
116,111,432,1,628,2,0.49716008
117,111,432,1,629,2,0.8876637
118,111,432,1,630,2,0.16822284
119,112,881,1,1276,2,0.68404466
120,113,635,1,908,2,0.086159326
121,114,189,1,278,2,0.4579339
122,115,803,1,1172,2,0.1381662
123,115,803,1,1173,2,0.19183454
124,115,803,1,1174,2,0.99284375
125,117,274,1,384,2,0.5213573
126,117,274,1,385,2,0.45225945
127,119,369,1,515,2,0.2336578
128,120,719,1,1037,2,0.9291001
129,122,541,1,772,2,0.9862024
130,122,541,1,773,2,0.43633097
131,124,813,1,1189,2,0.75610566
132,127,554,1,795,2,0.7247634
133,130,955,1,1386,2,0.18714815
134,130,955,1,1387,2,0.15670957
135,131,348,1,489,2,0.64303607
136,131,348,1,490,2,0.20445141
137,132,38,1,61,2,0.80099505
138,132,38,1,62,2,0.5064529
139,132,38,1,63,2,0.85640013
140,133,989,1,1430,2,0.28087407
141,133,989,1,1431,2,0.7042328
142,134,943,1,1369,2,0.9583589
143,136,616,1,879,2,0.6241107
144,140,570,1,818,2,0.56818694
145,140,570,1,819,2,0.346643
146,142,466,1,675,2,0.9976162
147,143,682,1,984,2,0.19980665
148,143,682,1,985,2,0.8957095
149,143,682,1,986,2,0.76389
